tig00000001	NZ_CP038996.1	99.984	137662	5	9	1984436	2122089	586675	724327	0.0	2.541e+05
tig00000001	NZ_CP038996.1	99.824	102692	174	6	460876	563563	1265190	1162502	0.0	1.886e+05
tig00000001	NZ_CP038996.1	99.681	78483	202	17	615217	693656	1104362	1025885	0.0	1.435e+05
tig00000001	NZ_CP038996.1	99.944	77104	36	7	1170484	1247584	2541614	2618713	0.0	1.421e+05
tig00000001	NZ_CP038996.1	99.713	76704	205	14	1340167	1416861	2719481	2796178	0.0	1.404e+05
tig00000001	NZ_CP038996.1	99.951	57639	22	6	1014929	1072562	2383024	2440661	0.0	1.063e+05
tig00000001	NZ_CP038996.1	99.594	53198	180	24	1886802	1939971	481307	534496	0.0	97009
tig00000001	NZ_CP038996.1	99.979	51642	10	1	744348	795989	966221	914581	0.0	95303
tig00000001	NZ_CP038996.1	99.940	48724	19	9	366210	414927	1357271	1308552	0.0	89807
tig00000001	NZ_CP038996.1	99.983	48303	5	3	242949	291249	1482363	1434062	0.0	89151
tig00000001	NZ_CP038996.1	99.989	45781	2	3	2256238	2302016	2163055	2117276	0.0	84511
tig00000001	NZ_CP038996.1	99.890	45652	49	1	2122082	2167733	725842	771492	0.0	84025
tig00000001	NZ_CP038996.1	99.982	43372	6	1	415992	459361	1308554	1265183	0.0	80047
tig00000001	NZ_CP038996.1	99.634	41841	144	1	563529	605360	1160984	1119144	0.0	76409
tig00000001	NZ_CP038996.1	99.727	41013	93	18	1455847	1496849	51135	92138	0.0	75098
tig00000001	NZ_CP038996.1	99.987	39094	5	0	1416862	1455955	1	39094	0.0	72166
tig00000001	NZ_CP038996.1	99.536	35598	149	5	158769	194364	1568408	1532825	0.0	64809
tig00000001	NZ_CP038996.1	99.884	34503	18	3	2208171	2242672	2212374	2177893	0.0	63474
tig00000001	NZ_CP038996.1	99.968	34255	2	2	1950192	1984444	550914	585161	0.0	63187
tig00000001	NZ_CP038996.1	99.947	32110	16	1	334108	366217	1390883	1358775	0.0	59201
tig00000001	NZ_CP038996.1	99.952	31328	14	1	814560	845887	899045	867719	0.0	57768
tig00000001	NZ_CP038996.1	99.981	30841	3	3	2352121	2382959	2062692	2031853	0.0	56916
tig00000001	NZ_CP038996.1	99.457	31320	154	10	91737	123049	1636315	1605005	0.0	56881
tig00000001	NZ_CP038996.1	99.006	30996	267	35	879181	910158	833164	802192	0.0	55494
tig00000001	NZ_CP038996.1	99.762	30204	66	6	1308350	1338549	2689281	2719482	0.0	55372
tig00000001	NZ_CP038996.1	99.203	30476	222	3	2465584	2496039	1920128	1889654	0.0	54913
tig00000001	NZ_CP038996.1	99.914	29114	15	3	980067	1009179	2348169	2377273	0.0	53616
tig00000001	NZ_CP038996.1	99.974	26795	4	3	2382946	2409737	1991595	1964801	0.0	49439
tig00000001	NZ_CP038996.1	99.903	26704	22	4	1131203	1157903	2503854	2530556	0.0	49166
tig00000001	NZ_CP038996.1	99.925	26517	14	1	1094588	1121098	2465271	2491787	0.0	48852
tig00000001	NZ_CP038996.1	99.741	26244	66	2	695167	721409	1025865	999623	0.0	48086
tig00000001	NZ_CP038996.1	99.963	24559	6	3	194403	218959	1531280	1506723	0.0	45299
tig00000001	NZ_CP038996.1	99.177	24309	190	10	1594354	1618655	182082	206387	0.0	43774
tig00000001	NZ_CP038996.1	99.396	23834	139	4	1544504	1568332	131940	155773	0.0	43210
tig00000001	NZ_CP038996.1	99.859	22668	29	3	1771654	1794320	369323	391988	0.0	41680
tig00000001	NZ_CP038996.1	99.467	22899	118	4	2519099	2541996	1866652	1843757	0.0	41607
tig00000001	NZ_CP038996.1	99.991	22478	1	1	218960	241436	1504831	1482354	0.0	41497
tig00000001	NZ_CP038996.1	100.000	21538	0	0	1286814	1308351	2665962	2687499	0.0	39774
tig00000001	NZ_CP038996.1	99.740	20805	44	10	1747445	1768244	346921	367720	0.0	38112
tig00000001	NZ_CP038996.1	99.444	20321	109	4	71409	91726	1656607	1636288	0.0	36897
tig00000001	NZ_CP038996.1	99.355	19391	120	5	1515596	1534983	101621	121009	0.0	35111
tig00000001	NZ_CP038996.1	99.995	18620	1	0	2302013	2320632	2115388	2096769	0.0	34380
tig00000001	NZ_CP038996.1	97.353	19418	492	4	2497456	2516872	1889656	1870260	0.0	32991
tig00000001	NZ_CP038996.1	99.958	16795	7	0	962233	979027	2331383	2348177	0.0	30976
tig00000001	NZ_CP038996.1	99.946	16713	7	2	1826860	1843571	430382	447093	0.0	30812
tig00000001	NZ_CP038996.1	99.994	16603	1	0	2324076	2340678	2094042	2077440	0.0	30655
tig00000001	NZ_CP038996.1	99.499	15984	63	6	1569563	1585532	157405	173385	0.0	29058
tig00000001	NZ_CP038996.1	99.944	14378	6	2	2671724	2686099	1722025	1707648	0.0	26506
tig00000001	NZ_CP038996.1	94.783	16600	815	45	1715001	1731573	314340	330915	0.0	25809
tig00000001	NZ_CP038996.1	99.950	13956	3	4	291242	305193	1432547	1418592	0.0	25730
tig00000001	NZ_CP038996.1	97.400	14618	364	14	2580320	2594933	1806797	1792192	0.0	24875
tig00000001	NZ_CP038996.1	99.365	13700	51	11	320501	334195	1404345	1390677	0.0	24785
tig00000001	NZ_CP038996.1	99.888	13358	9	2	2242888	2256245	2177921	2164570	0.0	24580
tig00000001	NZ_CP038996.1	99.864	13262	16	2	1843572	1856832	449784	463044	0.0	24389
tig00000001	NZ_CP038996.1	99.699	13300	37	3	1247502	1260798	2618875	2632174	0.0	24336
